ProductKey,OrderDateKey,CustomerKey,CurrencyKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight
480,20130215,15125,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
539,20130215,15217,6,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
529,20130215,15217,6,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
480,20130215,15217,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
536,20130215,16627,6,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
529,20130215,26543,6,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
480,20130215,26543,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
484,20130215,26543,6,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988
222,20130215,15137,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
225,20130215,15137,6,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
490,20130215,15137,6,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
359,20130215,11398,98,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748
376,20130215,19448,98,1,2443.35,2443.35,0.0,0.0,1554.9479,1554.9479,2443.35,195.468,61.0838
540,20130215,19448,98,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
529,20130215,19448,98,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
471,20130215,19448,98,1,63.5,63.5,0.0,0.0,23.749,23.749,63.5,5.08,1.5875
480,20130215,11637,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
529,20130215,27222,100,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
484,20130215,27222,100,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988
539,20130215,29248,100,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130215,29248,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
530,20130215,11078,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
214,20130215,11078,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
467,20130215,11078,19,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123
538,20130215,26736,100,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
529,20130215,26736,100,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
535,20130215,11711,19,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130215,11711,19,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
535,20130215,25890,100,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
536,20130215,11922,19,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
528,20130215,11922,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
540,20130215,23801,100,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
228,20130215,23801,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
536,20130215,22970,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
528,20130215,22970,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130215,22970,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
482,20130215,22970,100,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
478,20130215,21459,100,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498
477,20130215,21459,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
474,20130215,12530,19,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498
489,20130215,12530,19,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
474,20130215,20378,100,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498
234,20130215,20378,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
477,20130215,18111,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
474,20130215,19241,100,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498
488,20130215,19241,100,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
463,20130215,19241,100,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123
477,20130215,17554,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130215,17554,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
477,20130215,18751,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
214,20130215,18751,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
477,20130215,17035,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
489,20130215,17035,100,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
477,20130215,16877,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
214,20130215,16877,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
528,20130215,16477,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
217,20130215,16477,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
477,20130215,29214,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
487,20130215,29214,19,1,54.99,54.99,0.0,0.0,20.5663,20.5663,54.99,4.3992,1.3748
528,20130215,21252,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130215,21252,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
463,20130215,21252,19,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123
528,20130215,22143,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130215,22143,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
485,20130215,13485,100,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
478,20130215,13485,100,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498
477,20130215,13485,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
535,20130215,16441,100,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
540,20130215,28391,100,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
529,20130215,23602,100,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
222,20130215,23602,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
529,20130215,27815,98,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
538,20130215,27815,98,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
222,20130215,27815,98,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
228,20130215,27815,98,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
538,20130215,27837,98,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
529,20130215,27837,98,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
222,20130215,27837,98,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
538,20130215,21070,100,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
225,20130215,21070,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
529,20130215,20146,100,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
477,20130215,19185,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
488,20130215,19185,100,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
225,20130215,25521,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
538,20130215,25521,100,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
538,20130215,12503,98,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
529,20130215,12503,98,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
530,20130215,25672,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
480,20130215,25672,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
530,20130215,16593,98,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
480,20130215,16593,98,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
537,20130215,11650,100,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875
528,20130215,11650,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130215,11650,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
528,20130215,11819,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
537,20130215,11819,100,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875
480,20130215,11819,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
485,20130215,13341,100,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
483,20130215,13341,100,1,120.0,120.0,0.0,0.0,44.88,44.88,120.0,9.6,3.0
353,20130215,11826,100,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998
357,20130215,11647,19,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998
485,20130215,11647,19,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
478,20130215,11647,19,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498
477,20130215,11647,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
225,20130215,11647,19,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
359,20130215,11663,100,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748
537,20130215,11663,100,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875
528,20130215,11663,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
217,20130215,11663,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
353,20130215,11523,19,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998
485,20130215,11523,19,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
217,20130215,11523,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
361,20130215,11984,19,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748
217,20130215,11984,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
575,20130215,28327,6,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018
479,20130215,28327,6,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
225,20130215,28327,6,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
477,20130215,28327,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
604,20130215,26673,6,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
538,20130215,26673,6,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373
480,20130215,26673,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
486,20130215,26673,6,1,159.0,159.0,0.0,0.0,59.466,59.466,159.0,12.72,3.975
573,20130215,29247,19,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018
225,20130215,29247,19,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
489,20130215,29247,19,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
605,20130215,21650,100,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
479,20130215,21650,100,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
477,20130215,21650,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
606,20130215,16221,100,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
477,20130215,16221,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
479,20130215,16221,100,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
217,20130215,16221,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
606,20130215,22281,100,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
390,20130215,19535,100,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
234,20130215,19535,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
386,20130215,23223,98,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
217,20130215,23223,98,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
388,20130215,19432,100,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
231,20130215,19432,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
584,20130215,25675,98,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
225,20130215,25675,98,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
564,20130215,24083,100,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018
214,20130215,24083,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
380,20130216,18296,6,1,2443.35,2443.35,0.0,0.0,1554.9479,1554.9479,2443.35,195.468,61.0838
540,20130216,18296,6,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
529,20130216,18296,6,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
214,20130216,18296,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
465,20130216,18296,6,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123
386,20130216,24612,6,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
539,20130216,24612,6,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
529,20130216,24612,6,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
480,20130216,24612,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
382,20130216,24614,6,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
578,20130216,11998,6,1,1214.85,1214.85,0.0,0.0,755.1508,755.1508,1214.85,97.188,30.3713
214,20130216,11998,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
560,20130216,14058,6,1,1214.85,1214.85,0.0,0.0,755.1508,755.1508,1214.85,97.188,30.3713
541,20130216,14058,6,1,28.99,28.99,0.0,0.0,10.8423,10.8423,28.99,2.3192,0.7248
530,20130216,14058,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130216,14058,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
363,20130216,11382,100,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748
477,20130216,24469,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
217,20130216,24469,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
467,20130216,24469,6,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123
476,20130216,22064,6,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498
231,20130216,12244,6,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
580,20130216,17082,100,1,1700.99,1700.99,0.0,0.0,1082.51,1082.51,1700.99,136.0792,42.5248
225,20130216,17082,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
590,20130216,13667,100,1,769.49,769.49,0.0,0.0,419.7784,419.7784,769.49,61.5592,19.2373
237,20130216,13667,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
217,20130216,11931,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
228,20130216,11931,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
535,20130216,25835,100,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130216,25835,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
529,20130216,24297,100,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
540,20130216,24297,100,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
480,20130216,24297,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
540,20130216,23861,100,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
483,20130216,23861,100,1,120.0,120.0,0.0,0.0,44.88,44.88,120.0,9.6,3.0
528,20130216,12895,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
536,20130216,12895,19,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
480,20130216,12895,19,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
536,20130216,23140,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
481,20130216,23140,100,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
536,20130216,23406,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
529,20130216,14633,19,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
540,20130216,14633,19,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815
222,20130216,14633,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
536,20130216,23130,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
480,20130216,23130,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
528,20130216,23046,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
536,20130216,23046,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
480,20130216,23046,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
478,20130216,20779,100,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498
477,20130216,20779,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
476,20130216,19010,100,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498
225,20130216,19010,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
477,20130216,17016,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
214,20130216,17016,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
234,20130216,17016,100,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498
481,20130216,17016,100,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
528,20130216,15742,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130216,15742,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
528,20130216,22097,19,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
485,20130216,22097,19,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
214,20130216,22097,19,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
528,20130216,14845,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
480,20130216,14845,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
536,20130216,17850,100,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
528,20130216,17850,100,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
217,20130216,17850,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
225,20130216,17850,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
528,20130216,21525,98,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
535,20130216,21525,98,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130216,21525,98,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
539,20130216,17994,100,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130216,17994,100,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
539,20130216,19392,98,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
480,20130216,19392,98,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
530,20130216,15922,98,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
480,20130216,15922,98,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
484,20130216,15922,98,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988
537,20130216,15826,19,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875
472,20130216,15826,19,1,63.5,63.5,0.0,0.0,23.749,23.749,63.5,5.08,1.5875
485,20130216,15826,19,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
485,20130216,12906,100,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
582,20130216,16812,100,1,1700.99,1700.99,0.0,0.0,1082.51,1082.51,1700.99,136.0792,42.5248
214,20130216,16812,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
590,20130216,13856,100,1,769.49,769.49,0.0,0.0,419.7784,419.7784,769.49,61.5592,19.2373
485,20130216,13856,100,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
225,20130216,13856,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
590,20130216,16675,6,1,769.49,769.49,0.0,0.0,419.7784,419.7784,769.49,61.5592,19.2373
536,20130216,16675,6,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
528,20130216,16675,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
480,20130216,16675,6,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573
575,20130216,24521,100,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018
217,20130216,24521,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
606,20130216,22327,100,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
217,20130216,22327,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
384,20130216,22646,98,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123
214,20130216,22646,98,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
605,20130216,25615,98,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998
214,20130216,25615,98,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
578,20130216,26873,100,1,1214.85,1214.85,0.0,0.0,755.1508,755.1508,1214.85,97.188,30.3713
222,20130216,26873,100,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
225,20130217,12046,100,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248
529,20130217,14518,6,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998
539,20130217,14518,6,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248
214,20130217,14518,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
536,20130217,16611,6,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498
528,20130217,16611,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
484,20130217,16611,6,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988
485,20130217,16927,6,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495
482,20130217,16927,6,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
537,20130217,21565,6,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875
528,20130217,21565,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
482,20130217,21565,6,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248
528,20130217,24894,6,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248
222,20130217,18267,6,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748
580,20130217,24206,100,1,1700.99,1700.99,0.0,0.0,1082.51,1082.51,1700.99,136.0792,42.5248
490,20130217,24206,100,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498
583,20130217,24103,100,1,1700.99,1700.99,0.0,0.0,1082.51,1082.51,1700.99,136.0792,42.5248
